Row ID;Row Name;disableParam_NT;disableParamReserve1;disableParamReserve2;iconId;rank;sortGroupId;spEffectId0;spEffectId1;spEffectId2;itemGetTutorialFlagId;swordArtsParamId;mountValue;sellValue;saleValue;sortId;compTrophySedId;trophySeqId;configurableWepAttr00;configurableWepAttr01;configurableWepAttr02;configurableWepAttr03;configurableWepAttr04;configurableWepAttr05;configurableWepAttr06;configurableWepAttr07;configurableWepAttr08;configurableWepAttr09;configurableWepAttr10;configurableWepAttr11;configurableWepAttr12;configurableWepAttr13;configurableWepAttr14;configurableWepAttr15;rarity;configurableWepAttr16;configurableWepAttr17;configurableWepAttr18;configurableWepAttr19;configurableWepAttr20;configurableWepAttr21;configurableWepAttr22;configurableWepAttr23;isDiscard;isDrop;isDeposit;disableMultiDropShare;showDialogCondType;showLogCondType;pad;defaultWepAttr;pad2;canMountWep_Dagger;canMountWep_SwordNormal;canMountWep_SwordLarge;canMountWep_SwordGigantic;canMountWep_SaberNormal;canMountWep_SaberLarge;canMountWep_katana;canMountWep_SwordDoubleEdge;canMountWep_SwordPierce;canMountWep_RapierHeavy;canMountWep_AxeNormal;canMountWep_AxeLarge;canMountWep_HammerNormal;canMountWep_HammerLarge;canMountWep_Flail;canMountWep_SpearNormal;canMountWep_SpearLarge;canMountWep_SpearHeavy;canMountWep_SpearAxe;canMountWep_Sickle;canMountWep_Knuckle;canMountWep_Claw;canMountWep_Whip;canMountWep_AxhammerLarge;canMountWep_BowSmall;canMountWep_BowNormal;canMountWep_BowLarge;canMountWep_ClossBow;canMountWep_Ballista;canMountWep_Staff;canMountWep_Sorcery;canMountWep_Talisman;canMountWep_ShieldSmall;canMountWep_ShieldNormal;canMountWep_ShieldLarge;canMountWep_Torch;reserved_canMountWep;reserved2_canMountWep;spEffectMsgId0;spEffectMsgId1;spEffectId_forAtk0;spEffectId_forAtk1;spEffectId_forAtk2;mountWepTextId;pad6
21700;Ash of War: Lightning Slash;1;0;000000;8344;0;50;-1;-1;-1;710600;217;0;300;0;356010;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;6;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63021;0000000000000000;
21800;Ash of War: Carian Grandeur;1;0;000000;8345;0;40;-1;-1;-1;710600;218;0;300;0;353040;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;8;0000;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63022;0000000000000000;
21900;Ash of War: Carian Greatsword;0;0;000000;8346;0;40;-1;-1;-1;710600;219;0;300;0;353030;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;8;0000;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63022;0000000000000000;
22000;Ash of War: Vacuum Slice;1;0;000000;8347;0;30;-1;-1;-1;710600;220;0;300;0;352080;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;3;0000;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63049;0000000000000000;
22100;Ash of War: Black Flame Tornado;1;0;000000;8348;0;50;-1;-1;-1;710600;221;0;300;0;355010;-1;-1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;5;0000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63024;0000000000000000;
22200;Ash of War: Sacred Ring of Light;1;0;000000;8349;0;80;-1;-1;-1;710600;222;0;300;0;357020;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;7;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63025;0000000000000000;
22400;Ash of War: Blood Blade;1;0;000000;8350;0;90;-1;-1;-1;710600;224;0;300;0;359000;-1;-1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;11;0000;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63026;0000000000000000;
22500;Ash of War: Phantom Slash;1;0;000000;8351;0;30;-1;-1;-1;710600;225;0;300;0;352090;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;3;0000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63027;0000000000000000;
22600;Ash of War: Spectral Lance;1;0;000000;8352;0;120;-1;-1;-1;710600;226;0;300;0;361000;-1;-1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;12;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63028;0000000000000000;
22700;Ash of War: Chilling Mist;1;0;000000;8353;0;90;-1;-1;-1;710600;227;0;300;0;360010;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;9;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63044;0000000000000000;
22800;Ash of War: Poisonous Mist;1;0;000000;8354;0;90;-1;-1;-1;710600;228;0;300;0;358000;-1;-1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;10;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63044;0000000000000000;
30000;Ash of War: Shield Bash;1;0;000000;8360;0;140;-1;-1;-1;710600;300;0;300;0;363030;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;000000;-1;-1;-1;-1;-1;63041;0000000000000000;
30100;Ash of War: Barricade Shield;0;0;000000;8361;0;140;-1;-1;-1;710600;301;0;300;0;363050;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;000000;-1;-1;-1;-1;-1;63041;0000000000000000;
30200;Ash of War: Parry;1;0;000000;8362;0;140;-1;-1;-1;710600;302;0;300;0;363000;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0000;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;000000;-1;-1;-1;-1;-1;63047;0000000000000000;
30500;Ash of War: Carian Retaliation;1;0;000000;8363;0;140;-1;-1;-1;710600;305;0;300;0;363070;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;8;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;000000;-1;-1;-1;-1;-1;63030;0000000000000000;
30600;Ash of War: Storm Wall;1;0;000000;8364;0;140;-1;-1;-1;710600;306;0;300;0;363020;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;000000;-1;-1;-1;-1;-1;63030;0000000000000000;
30700;Ash of War: Golden Parry;1;0;000000;8365;0;140;-1;-1;-1;710600;307;0;300;0;363010;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;7;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;000000;-1;-1;-1;-1;-1;63030;0000000000000000;
30800;Ash of War: Shield Crash;1;0;000000;8366;0;140;-1;-1;-1;710600;308;0;300;0;363040;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;000000;-1;-1;-1;-1;-1;63041;0000000000000000;
30900;Ash of War: No Skill;1;0;000000;8367;0;140;-1;-1;-1;710600;10;0;300;0;363080;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;000000;-1;-1;-1;-1;-1;63031;0000000000000000;
31000;Ash of War: Thops's Barrier;1;0;000000;8368;0;140;-1;-1;-1;710600;309;0;300;0;363060;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;8;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;000000;-1;-1;-1;-1;-1;63030;0000000000000000;
40000;Ash of War: Through and Through;1;0;000000;8380;0;130;-1;-1;-1;710600;400;0;300;0;362010;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63032;0000000000000000;
40100;Ash of War: Barrage;1;0;000000;8381;0;130;-1;-1;-1;710600;401;0;300;0;362020;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63048;0000000000000000;
40200;Ash of War: Mighty Shot;1;0;000000;8382;0;130;-1;-1;-1;710600;402;0;300;0;362000;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63033;0000000000000000;
40400;Ash of War: Enchanted Shot;1;0;000000;8383;0;130;-1;-1;-1;710600;404;0;300;0;362040;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63033;0000000000000000;
40500;Ash of War: Sky Shot;1;0;000000;8384;0;130;-1;-1;-1;710600;405;0;300;0;362030;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63033;0000000000000000;
40600;Ash of War: Rain of Arrows;1;0;000000;8385;0;130;-1;-1;-1;710600;406;0;300;0;362050;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63034;0000000000000000;
50100;Ash of War: Hoarfrost Stomp;1;0;000000;8400;0;90;-1;-1;-1;710600;501;0;300;0;360020;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;9;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
50200;Ash of War: Storm Stomp;0;0;000000;8401;0;30;-1;-1;-1;710600;502;0;300;0;352070;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;3;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
50300;Ash of War: Kick;1;0;000000;8402;0;10;-1;-1;-1;710600;503;0;300;0;350050;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
50400;Ash of War: Lightning Ram;1;0;000000;8403;0;50;-1;-1;-1;710600;504;0;300;0;356020;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;6;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
50500;Ash of War: Flame of the Redmanes;1;0;000000;8404;0;50;-1;-1;-1;710600;505;0;300;0;354010;-1;-1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;4;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
50600;Ash of War: Ground Slam;1;0;000000;8405;0;10;-1;-1;-1;710600;506;0;300;0;350070;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
50700;Ash of War: Golden Slam;1;0;000000;8406;0;80;-1;-1;-1;710600;507;0;300;0;357060;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;7;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
50800;Ash of War: Waves of Darkness;1;0;000000;8407;0;40;-1;-1;-1;710600;508;0;300;0;353070;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;8;0000;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63050;0000000000000000;
50900;Ash of War: Hoarah Loux's Earthshaker;1;0;000000;8408;0;10;-1;-1;-1;710600;509;0;300;0;350090;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;3;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
60000;Ash of War: Determination;0;0;000000;8420;0;30;-1;-1;-1;710600;600;0;300;0;352100;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;3;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
60100;Ash of War: Royal Knight's Resolve;1;0;000000;8421;0;30;-1;-1;-1;710600;601;0;300;0;352110;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;3;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
60200;Ash of War: Assassin's Gambit;1;0;000000;8422;0;120;-1;-1;-1;710600;602;0;300;0;361030;-1;-1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;12;0000;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63036;0000000000000000;
60300;Ash of War: Golden Vow;1;0;000000;8423;0;80;-1;-1;-1;710600;603;0;300;0;357070;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;7;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
60400;Ash of War: Sacred Order;1;0;000000;8424;0;80;-1;-1;-1;710600;604;0;300;0;357030;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;7;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
60500;Ash of War: Shared Order;1;0;000000;8425;0;80;-1;-1;-1;710600;605;0;300;0;357040;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;7;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
60600;Ash of War: Seppuku;1;0;000000;8426;0;90;-1;-1;-1;710600;606;0;300;0;359030;-1;-1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;11;0000;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63046;0000000000000000;
60700;Ash of War: Cragblade;1;0;000000;8427;0;10;-1;-1;-1;710600;607;0;300;0;350040;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63038;0000000000000000;
65000;Ash of War: Barbaric Roar;1;0;000000;8440;0;10;-1;-1;-1;710600;650;0;300;0;350110;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63040;0000000000000000;
65100;Ash of War: War Cry;1;0;000000;8441;0;10;-1;-1;-1;710600;651;0;300;0;350100;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63040;0000000000000000;
65200;Ash of War: Beast's Roar;1;0;000000;8442;0;20;-1;-1;-1;710600;652;0;300;0;351100;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;2;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
65300;Ash of War: Troll's Roar;1;0;000000;8443;0;10;-1;-1;-1;710600;653;0;300;0;350130;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;0;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63039;0000000000000000;
65400;Ash of War: Braggart's Roar;1;0;000000;8444;0;10;-1;-1;-1;710600;654;0;300;0;350120;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63040;0000000000000000;
70000;Ash of War: Endure;1;0;000000;8460;0;10;-1;-1;-1;710600;700;0;300;0;350060;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
70100;Ash of War: Vow of the Indomitable;1;0;000000;8461;0;80;-1;-1;-1;710600;701;0;300;0;357080;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;7;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;000000;-1;-1;-1;-1;-1;63041;0000000000000000;
70200;Ash of War: Holy Ground;0;0;000000;8462;0;80;-1;-1;-1;710600;702;0;300;0;357090;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;7;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;000000;-1;-1;-1;-1;-1;63041;0000000000000000;
80000;Ash of War: Quickstep;1;0;000000;8480;0;20;-1;-1;-1;710600;800;0;300;0;351070;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;2;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
80100;Ash of War: Bloodhound's Step;1;0;000000;8481;0;20;-1;-1;-1;710600;801;0;300;0;351080;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;2;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
80200;Ash of War: Raptor of the Mists;1;0;000000;8482;0;20;-1;-1;-1;710600;802;0;300;0;351090;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;2;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
85000;Ash of War: White Shadow's Lure;1;0;000000;8490;0;120;-1;-1;-1;710600;850;0;300;0;361020;-1;-1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;12;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
